Região Geográfica,UF,Regional de Saúde,Município,Código IBGE,Tipo da Instituição,Sigla da Instituição,Nome da Instiuição,Nome do escritório regional/local,CNPJ do escritório regional/local,Tipo da Forma de Abastecimento,Código Forma de abastecimento,Nome da Forma de Abastecimento,Nome da ETA/UTA,Ano de referência,Tipo de captação,Categoria do manancial superficial,Nome do manancial superficial,Categoria do ponto de captação subterrâneo,Nome do ponto de captação subterrâneo,Outorga,Latitude,Longitude,Vazão,Latitude_corrigida,Longitude_corrigida
SUL,RS,1ª CRS,TRIUNFO,432200,,,,,,SAC,C432200000025,MAROZAL LOG LTDA,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,S,"-29,8763","-51,4066",0.17,-29.8763,-51.4066
SUL,RS,3ª CRS,PELOTAS,431440,,,,,,SAC,C431440000162,GRANJA RETIRO,,2024,SUBTERRANEO,,,POÇO FREÁTICO (RASO),Ponto 1,N,"-31,6161111","-52,29",0.0,-31.6161111,-52.29
SUL,RS,3ª CRS,PELOTAS,431440,,,,,,SAC,C431440000159,LUCIA DE SOUZA MARLOW,,2024,SUBTERRANEO,,,POÇO FREÁTICO (RASO),Ponto 1,N,"-31,221704","-52,173336",0.0,-31.221704,-52.173336
SUL,RS,9ª CRS,SELBACH,432030,,,,,,SAC,C432030000013,POÇO COASEL - LINHA CRISTAL,,2024,SUBTERRANEO,,,POÇO ARTESIANO,COASEL,N,"-28,35449","-52,55347",0.0,-28.35449,-52.55347
SUL,RS,4ª CRS,NOVA ESPERANCA DO SUL,431303,,,,,,SAC,C431303000018,TADIELO,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,N,"-29,48742","-54,82143",200.0,-29.48742,-54.82143
SUL,RS,6ª CRS,MARAU,431180,,,,,,SAC,C431180000046,SAO PEDRO DO JACUI,,2024,SUBTERRANEO,,,POÇO ARTESIANO,NILVO MANGONI,N,"-28,421006","-52,312361",2.3,-28.421006,-52.312361
SUL,RS,4ª CRS,NOVA ESPERANCA DO SUL,431303,,,,,,SAC,C431303000017,SAO LUIZ ZEZINHO,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,N,"-29,48571","-54,78672",150.0,-29.48571,-54.78672
SUL,RS,4ª CRS,NOVA ESPERANCA DO SUL,431303,,,,,,SAC,C431303000008,RINCAO DO OURO,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Rincao do Ouro,N,"-29,37401","-54,84754",1.01,-29.37401,-54.84754
SUL,RS,4ª CRS,FORMIGUEIRO,430840,,,,,,SAC,C430840000001,FUNDO I POSTO,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Fundo I,N,"-29,9758","-53,36059",2.0,-29.9758,-53.36059
SUL,RS,7ª CRS,DOM PEDRITO,430660,,,,,,SAC,C430660000003,SAPA SERVICOS AEREOS DE PRUDUCAO AGRICOLA LTDA,,2024,SUBTERRANEO,,,POÇO FREÁTICO (RASO),POÇO DA SAPA,N,"-30,937919","-54,653851",100.0,-30.937919,-54.653851
SUL,RS,16ª CRS,ENCANTADO,430680,,,,,,SAC,C430680000085,SOCIEDADE DE AGUA LINHA SAO BRAS,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,N,"-29,1518055","-51,9821388",15.0,-29.1518055,-51.9821388
SUL,RS,6ª CRS,MARAU,431180,,,,,,SAC,C431180000019,VEADO PARDO II PECCIN,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Pprop nelson pecin,N,"-28,532889","-52,276167",1.1,-28.532889,-52.276167
SUL,RS,6ª CRS,MARAU,431180,,,,,,SAC,C431180000029,CARRASCAL LAMAISON,,2024,SUBTERRANEO,,,POÇO ARTESIANO,CESARIO LAMAISON,N,"-28,646253","-52,3029",3.3,-28.646253,-52.3029
SUL,RS,6ª CRS,MARAU,431180,,,,,,SAC,C431180000014,SAO PAULO DO GRAMADO,,2024,SUBTERRANEO,,,POÇO ARTESIANO,prop jandir rigo,N,"-28,483445","-52,088427",0.8,-28.483445,-52.088427
SUL,RS,6ª CRS,MARAU,431180,,,,,,SAC,C431180000008,GRAMADINHO,,2024,SUBTERRANEO,,,POÇO ARTESIANO,LADO SALAO,N,"-28,434833","-52,133444",4.0,-28.434833,-52.133444
SUL,RS,6ª CRS,MARAU,431180,,,,,,SAC,C431180000013,SANTO ANTONIO DO PLANALTO CHIMENTO,,2024,SUBTERRANEO,,,POÇO ARTESIANO,prop gilmar chimento,N,"-28,453472","-52,118694",3.8,-28.453472,-52.118694
SUL,RS,3ª CRS,RIO GRANDE,431560,,,,,,SAC,C431560000067,ALDEIA INDIGENA PARA ROKE,,2024,SUBTERRANEO,,,POÇO FREÁTICO (RASO),Ponto 1,N,"-32,00121","-52,30106",0.0,-32.00121,-52.30106
SUL,RS,5ª CRS,NOVA ARACA,431280,,,,,,SAC,C431280000012,SAC SETE DE SETEMBRO,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,N,"-28,6525","-51,18904",3.0,-28.6525,-51.18904
SUL,RS,14ª CRS,SANTA ROSA,431720,,,,,,SAC,C431720000016,ASSOCIACAO DE AGUA POTAVEL DOS MORADORES DE CANDEIA BAIXA,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,N,"-27,76884","-54,41162",0.0,-27.76884,-54.41162
SUL,RS,10ª CRS,SAO GABRIEL,431830,,,,,,SAC,C431830000010,ASSENTAMENTO CRISTO REI ANEXO ATALIBA,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,N,"-30,36081","-54,27334",0.0,-30.36081,-54.27334
SUL,RS,5ª CRS,ANTONIO PRADO,430080,,,,,,SAC,C430080000028,COMUNIDADE SANTANA I,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Comun Santana I,N,"-28,8795938","-51,4141226",0.0,-28.8795938,-51.4141226
SUL,RS,17ª CRS,CHIAPETTA,430540,,,,,,SAC,C430540000021,ASSOCIACAO COMUNITARIA CRISTO REI 2,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,N,"-27,962837","-53,965222",10.0,-27.962837,-53.965222
SUL,RS,9ª CRS,IBIRUBA,431000,,,,,,SAC,C431000000003,LINHA 04 CASTELINHO PROFESSOR LUTZ,,2024,SUBTERRANEO,,,POÇO ARTESIANO,professor lutz,N,"-28,391945","-53,054097",0.0,-28.391945,-53.054097
SUL,RS,6ª CRS,SERAFINA CORREA,432040,,,,,,SAC,C432040000083,SAO LUIS IV COOPERLATE,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,S,"-28,749","-51,932",1.0,-28.749,-51.932
SUL,RS,4ª CRS,FORMIGUEIRO,430840,,,,,,SAC,C430840000004,CERRO DO LORO,,2024,SUBTERRANEO,,,POÇO ARTESIANO,CERRO DO LORO,N,"-29,99868","-53,50126",4.0,-29.99868,-53.50126
SUL,RS,4ª CRS,NOVA ESPERANCA DO SUL,431303,,,,,,SAC,C431303000007,SAO JOAO,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Sao Joao,N,"-29,44653","-54,79246",2.01,-29.44653,-54.79246
SUL,RS,7ª CRS,HULHA NEGRA,430965,,,,,,SAC,C430965000003,SAC ESCOLA EST DE ENS FUND JOSUE DE CASTRO,,2024,SUPERFICIAL,arroio,ARROIO JAGUARAO CHICO,,,N,"-31,528616","-53,90814",2.0,-31.528616,-53.90814
SUL,RS,7ª CRS,HULHA NEGRA,430965,,,,,,SAC,C430965000003,SAC ESCOLA EST DE ENS FUND JOSUE DE CASTRO,,2024,SUBTERRANEO,,,POÇO FREÁTICO (RASO),Poço Escola Josué de Castro,N,"-31,528616","-53,90814",2.0,-31.528616,-53.90814
SUL,RS,14ª CRS,GIRUA,430900,,,,,,SAC,C430900000068,RINCAO DOS MINEIROS 2,,2024,SUBTERRANEO,,,POÇO FREÁTICO (RASO),Ponto 1,N,"-27,98562","-54,376885",0.0,-27.98562,-54.376885
SUL,RS,2ª CRS,VICENTE DUTRA,432310,,,,,,SAC,C432310000019,CENTRO,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Fonte do Balneário,N,"-27,1672414","-53,4063691",0.0,-27.1672414,-53.4063691
SUL,RS,6ª CRS,MARAU,431180,,,,,,SAC,C431180000017,PORTAO,,2024,SUBTERRANEO,,,POÇO ARTESIANO,lado salao comunitar,N,"-28,568361","-52,251444",2.9,-28.568361,-52.251444
SUL,RS,3ª CRS,RIO GRANDE,431560,,,,,,SAC,C431560000035,EMEF CORACAO DE MARIA,,2024,SUBTERRANEO,,,POÇO FREÁTICO (RASO),Ponto 1,N,"-32,011313","-52,129326",0.0,-32.011313,-52.129326
SUL,RS,5ª CRS,CORONEL PILAR,430593,,,,,,SAC,C430593000015,SAC SETE DE SETEMBRO,,2024,SUBTERRANEO,,,POÇO ARTESIANO,POÇO 7 DE SETEMBRO,N,"-29,0","-51,0",0.5,-29.0,-51.0
SUL,RS,1ª CRS,MONTENEGRO,431240,,,,,,SAC,C431240000028,SAC CRER CT SAO FRANCISCO,,2024,SUBTERRANEO,,,POÇO ARTESIANO,POÇO 01,N,"-29,73617","-51,47278",0.5,-29.73617,-51.47278
SUL,RS,1ª CRS,MONTENEGRO,431240,,,,,,SAC,C431240000019,SAC ECOCITRUS AGROINDUSTRIA,,2024,SUBTERRANEO,,,POÇO ARTESIANO,ECOCITRUS AGROINDUSTRIA,S,"-29,7575","-51,4364",1.85,-29.7575,-51.4364
SUL,RS,6ª CRS,COQUEIROS DO SUL,430585,,,,,,SAC,C430585000020,SAC IGREJINHA POCO II,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,N,"-28,0871638","-52,7965944",0.0,-28.0871638,-52.7965944
SUL,RS,1ª CRS,TRES COROAS,432170,,,,,,SAC,C432170000013,SEMACO CURITIBA,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Semaco,N,"-29,522508","-50,771512",0.0,-29.522508,-50.771512
SUL,RS,5ª CRS,ANTONIO PRADO,430080,,,,,,SAC,C430080000032,COMUNIDADE SANTO ISIDORO I,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Comun Sto Isidoro I,N,"-28,8514092","-51,3327305",0.0,-28.8514092,-51.3327305
SUL,RS,5ª CRS,ANTONIO PRADO,430080,,,,,,SAC,C430080000016,COMUNIDADE MONTE BERICO VINTE E UM ABRIL I,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Comun M Bérico VUA I,N,"-28,8690373","-51,2460735",0.0,-28.8690373,-51.2460735
SUL,RS,5ª CRS,ANTONIO PRADO,430080,,,,,,SAC,C430080000006,COMUNIDADE BORGO FORTE I,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Comuni Borgo Forte I,N,"-28,8901242","-51,3571345",0.0,-28.8901242,-51.3571345
SUL,RS,5ª CRS,CARLOS BARBOSA,430480,,,,,,SAC,C430480000023,SOCIEDADE DISTRIBUIDORA DE AGUA DE TORINO,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,S,"-29,3202","-51,4819",2.5,-29.3202,-51.4819
SUL,RS,4ª CRS,SILVEIRA MARTINS,432065,,,,,,SAC,C432065000006,SAC CANTINA VISENTINI,,2024,SUBTERRANEO,,,NASCENTE/MINA/FONTE,Ponto 1,N,"-29,63559","-53,61426",0.0,-29.63559,-53.61426
SUL,RS,4ª CRS,SILVEIRA MARTINS,432065,,,,,,SAC,C432065000004,SAC LINHA 3 SUL,,2024,SUBTERRANEO,,,NASCENTE/MINA/FONTE,Ponto 1 - OLHARI,N,"-29,67406","-53,56713",0.0,-29.67406,-53.56713
SUL,RS,16ª CRS,CANUDOS DO VALE,430461,,,,,,SAC,C430461000009,ASSOCIAÇÃO DE ABASTECIMENTO DE ÁGUA DE ALTA FORQUETINHA,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,S,"-29,292722","-52,282583",4.16,-29.292722,-52.282583
SUL,RS,4ª CRS,JULIO DE CASTILHOS,431120,,,,,,SAC,C431120000018,CANELEIRA,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,N,"-29,172778","-53,795833",8.0,-29.172778,-53.795833
SUL,RS,4ª CRS,JULIO DE CASTILHOS,431120,,,,,,SAC,C431120000020,CORREDOR DOS BASTOS,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,N,"-29,451389","-53,702778",10.0,-29.451389,-53.702778
SUL,RS,4ª CRS,RESTINGA SECA,431550,,,,,,SAC,C431550000005,SANTA LUCIA,,2024,SUBTERRANEO,,,POÇO ARTESIANO,SANTA LUCIA,N,"-29,7056944","-53,5206388",1.95,-29.7056944,-53.5206388
SUL,RS,17ª CRS,BOZANO,430258,,,,,,SAC,C430258000006,A C RINCÃO DOS LETOS,,2024,SUBTERRANEO,,,POÇO ARTESIANO,BOZANO SAC 01 LETOS,N,"-28,31554","-53,79801",3.0,-28.31554,-53.79801
SUL,RS,5ª CRS,IPE,431043,,,,,,SAC,C431043000005,SAC CAPELA SANTA BARBARA,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,N,"-28,76739","-51,24173",0.0,-28.76739,-51.24173
SUL,RS,5ª CRS,GARIBALDI,430860,,,,,,SAC,C430860000009,ASSOCIACAO 10 AMIGOS DE LINHA CAMARGO,,2024,SUBTERRANEO,,,POÇO ARTESIANO,10 AMIGOS,N,"-29,228883","-51,650166",0.0,-29.228883,-51.650166
SUL,RS,5ª CRS,GUAPORE,430940,,,,,,SAC,C430940000027,LINHA QUINTA SAGRADO CORACAO DE JESUS,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Poço Luis Lazaretti,N,"-28,8102778","-51,9225",0.0,-28.8102778,-51.9225
SUL,RS,5ª CRS,GUAPORE,430940,,,,,,SAC,C430940000007,LINHA SEGUNDA SAO PEDRO,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Poço Valdir Zanatta,N,"-28,8891667","-51,8852778",2.77,-28.8891667,-51.8852778
SUL,RS,1ª CRS,CAMPO BOM,430390,,,,,,SAC,C430390000007,ZAS COUROS,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,S,"-29,3852","-51,0343",1.0,-29.3852,-51.0343
SUL,RS,1ª CRS,TRES COROAS,432170,,,,,,SAC,C432170000007,ARPOADOR,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Arpoador,N,"-29,5276253","-50,7921885",0.0,-29.5276253,-50.7921885
SUL,RS,1ª CRS,TRES COROAS,432170,,,,,,SAC,C432170000023,BRASIL RAFT PARQUE,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,N,"-29,4269159","-50,7716454",0.0,-29.4269159,-50.7716454
SUL,RS,10ª CRS,ALEGRETE,430040,,,,,,SAC,C430040000088,HOTEL DO VALE,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,N,"-29,48372","-55,45535",0.0,-29.48372,-55.45535
SUL,RS,14ª CRS,PORTO LUCENA,431500,,,,,,SAC,C431500000036,LAJEADO BONITO HOECKEL,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,N,"-27,8441667","-54,8536111",7.0,-27.8441667,-54.8536111
SUL,RS,16ª CRS,CANUDOS DO VALE,430461,,,,,,SAC,C430461000014,PREFEITURA MUNICIPAL NOVA PARIS,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,S,"-29,349943","-52,240137",0.0,-29.349943,-52.240137
SUL,RS,4ª CRS,SAO JOAO DO POLESINE,431843,,,,,,SAC,C431843000001,RIBEIRAO,,2024,SUBTERRANEO,,,POÇO ARTESIANO,RIBEIRAO,N,"-29,62663","-53,46958",2.0,-29.62663,-53.46958
SUL,RS,4ª CRS,SAO JOAO DO POLESINE,431843,,,,,,SAC,C431843000014,SAO VALENTIN,,2024,SUBTERRANEO,,,POÇO ARTESIANO,SAO VALENTIN,N,"-29,65839","-53,52757",3.0,-29.65839,-53.52757
SUL,RS,3ª CRS,PELOTAS,431440,,,,,,SAC,C431440000014,RECANTO DOS COSWIG EMPREENDIMETOS TURISTICOS LTDA,,2024,SUBTERRANEO,,,POÇO FREÁTICO (RASO),Ponto 1,S,"-31,3869444","-52,415",0.0,-31.3869444,-52.415
SUL,RS,5ª CRS,ANTONIO PRADO,430080,,,,,,SAC,C430080000014,COMUNIDADE CARMO LINHA DOIS DE JULHO II,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Comun Carmo L D J II,N,"-28,9085575","-51,3750249",0.0,-28.9085575,-51.3750249
SUL,RS,5ª CRS,NOVA ARACA,431280,,,,,,SAC,C431280000014,SAC 15,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,N,"-28,62851","-51,73017",1.0,-28.62851,-51.73017
SUL,RS,5ª CRS,ANTONIO PRADO,430080,,,,,,SAC,C430080000037,COMUNIDADE SAO JOAO I,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Comun Sao Joao I,N,"-28,8777834","-51,2020126",0.0,-28.8777834,-51.2020126
SUL,RS,5ª CRS,GARIBALDI,430860,,,,,,SAC,C430860000025,JOSE OSMAR AGOSTINI,,2024,SUBTERRANEO,,,POÇO ARTESIANO,JOSE AGOSTINI,N,"-29,133333","-51,61009",0.0,-29.133333,-51.61009
SUL,RS,4ª CRS,NOVA ESPERANCA DO SUL,431303,,,,,,SAC,C431303000011,PIQUIRI,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,N,"-27,3747222","-51,9058333",0.0,-27.3747222,-51.9058333
SUL,RS,4ª CRS,NOVA ESPERANCA DO SUL,431303,,,,,,SAC,C431303000015,SAGRILO,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,N,"-29,41541","-54,8125",180.0,-29.41541,-54.8125
SUL,RS,4ª CRS,JAGUARI,431110,,,,,,SAC,C431110000017,POCO DO SANTO IZIDRO,,2024,SUBTERRANEO,,,POÇO ARTESIANO,SANTO IZIDRO,N,"-29,54032","-54,78841",1.0,-29.54032,-54.78841
SUL,RS,4ª CRS,JAGUARI,431110,,,,,,SAC,C431110000016,POCO DO RINCAO DOS ALVES,,2024,SUBTERRANEO,,,POÇO ARTESIANO,RINCAO DOS ALVES,N,"-29,43298","-54,57108",2.0,-29.43298,-54.57108
SUL,RS,1ª CRS,TRES COROAS,432170,,,,,,SAC,C432170000006,QUILOMBO,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Quilombo,N,"-29,4803981","-50,792219",0.0,-29.4803981,-50.792219
SUL,RS,4ª CRS,NOVA ESPERANCA DO SUL,431303,,,,,,SAC,C431303000019,CALCA BOTAS,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,N,"-29,39246","-54,30837",200.0,-29.39246,-54.30837
SUL,RS,17ª CRS,IJUI,431020,,,,,,SAC,C431020000119,BALNEARIO RAKOSKI LUCIANA RAQUEL DIAS BATISTA,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,S,"-28,382","-53,8599",14.0,-28.382,-53.8599
SUL,RS,6ª CRS,NAO-ME-TOQUE,431265,,,,,,SAC,C431265000060,COTRIJAL BOM SUCESSO,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,S,"-28,4237","-52,8953",0.16,-28.4237,-52.8953
SUL,RS,3ª CRS,CAPAO DO LEAO,430466,,,,,,SAC,C430466000008,BUNGUE,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,S,"-31,765","-52,5278",0.0,-31.765,-52.5278
SUL,RS,14ª CRS,TUCUNDUVA,432210,,,,,,SAC,C432210000019,SAC RESSACA DO GUERRILHA,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,N,"-27,69687","-54,44106",12.0,-27.69687,-54.44106
SUL,RS,6ª CRS,SERTAO,432050,,,,,,SAC,C432050000011,SAO JOSE,,2024,SUBTERRANEO,,,POÇO ARTESIANO,JANDIR CORSO,S,"-27,98161","-52,33473",1.6,-27.98161,-52.33473
SUL,RS,6ª CRS,SERTAO,432050,,,,,,SAC,C432050000015,SAO JUDAS,,2024,SUBTERRANEO,,,POÇO ARTESIANO,LEONIR ASTOLFI,N,"-27,967166","-52,193477",1.3,-27.967166,-52.193477
SUL,RS,10ª CRS,ITAQUI,431060,,,,,,SAC,C431060000002,JOAO DOMINGOS TALHAFERRO,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,N,"-29,12377","-55,44211",1.0,-29.12377,-55.44211
SUL,RS,4ª CRS,SAO FRANCISCO DE ASSIS,431810,,,,,,SAC,C431810000016,SERRINHA DO BUTIA,,2024,SUPERFICIAL,rio,RIO ITU,,,N,"-29,39855","-55,3358",5.0,-29.39855,-55.3358
SUL,RS,14ª CRS,GIRUA,430900,,,,,,SAC,C430900000077,HOSPITAL SAO JOSE,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,N,"-28,031366","-54,345672",10.0,-28.031366,-54.345672
SUL,RS,5ª CRS,VERANOPOLIS,432280,,,,,,SAC,C432280000015,AGUAS DE SANTO ANTONIO DA SEGUNDA,,2024,SUBTERRANEO,,,POÇO ARTESIANO,POCO STO A 2ª,N,"-28,941393","-51,619804",0.0,-28.941393,-51.619804
SUL,RS,5ª CRS,VERANOPOLIS,432280,,,,,,SAC,C432280000020,POCO NONA GLORIA,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,N,"-29,029829","-51,525093",30.0,-29.029829,-51.525093
SUL,RS,16ª CRS,PUTINGA,431520,,,,,,SAC,C431520000004,ASSOCIACAO REBELATTO,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,N,"-28,989687","-52,089259",0.0,-28.989687,-52.089259
SUL,RS,5ª CRS,ANTONIO PRADO,430080,,,,,,SAC,C430080000026,COMUNIDADE SANTA LIBERA I,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Comun Santa Libera I,N,"-28,8716294","-51,2950084",0.0,-28.8716294,-51.2950084
SUL,RS,5ª CRS,ANTONIO PRADO,430080,,,,,,SAC,C430080000041,COMUNIDADE SAO PAULO PASSO DO ZEFERINO I,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Comun S Paulo PZ I,N,"-28,9330692","-51,1838404",0.0,-28.9330692,-51.1838404
SUL,RS,14ª CRS,PORTO LUCENA,431500,,,,,,SAC,C431500000018,LINHA DOURADA,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,N,"-27,8844444","-55,0372222",0.8,-27.8844444,-55.0372222
SUL,RS,4ª CRS,JAGUARI,431110,,,,,,SAC,C431110000011,POCO DE SAO XAVIER,,2024,SUBTERRANEO,,,POÇO ARTESIANO,SAO XAVIER,N,"-29,44809","-54,49764",4.0,-29.44809,-54.49764
SUL,RS,16ª CRS,CANUDOS DO VALE,430461,,,,,,SAC,C430461000006,ASSOCIACAO DE AGUA DE RUI BARBOSA,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,S,"-29,326917","-52,196889",6.94,-29.326917,-52.196889
SUL,RS,16ª CRS,CANUDOS DO VALE,430461,,,,,,SAC,C430461000011,PREFEITURA MUNICIPAL ARAGUARI,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,N,"-29,3365","-52,179667",0.0,-29.3365,-52.179667
SUL,RS,6ª CRS,SERTAO,432050,,,,,,SAC,C432050000020,VOLTA GRANDE,,2024,SUBTERRANEO,,,POÇO ARTESIANO,CAPELA,N,"-27,95793","-52,2729",1.3,-27.95793,-52.2729
SUL,RS,5ª CRS,GARIBALDI,430860,,,,,,SAC,C430860000022,POCO COMUNITARIO LINHA CAMARGO,,2024,SUBTERRANEO,,,POÇO ARTESIANO,POÇO LINHA CAMARGO,N,"-29,236466","-51,66095",0.0,-29.236466,-51.66095
SUL,RS,4ª CRS,NOVA ESPERANCA DO SUL,431303,,,,,,SAC,C431303000005,LINHA UM,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Linha Um,N,"-29,39849","-54,77684",2.01,-29.39849,-54.77684
SUL,RS,4ª CRS,NOVA ESPERANCA DO SUL,431303,,,,,,SAC,C431303000001,LINHA TRES,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Linha Tres,N,"-29,41604","-54,79772",2.01,-29.41604,-54.79772
SUL,RS,17ª CRS,PANAMBI,431390,,,,,,SAC,C431390000033,SELVINO CAVALHEIRO,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Selvino Cavalheiro,N,"-28,295599","-53,632044",0.0,-28.295599,-53.632044
SUL,RS,4ª CRS,SAO JOAO DO POLESINE,431843,,,,,,SAC,C431843000007,VALE VENETO,,2024,SUBTERRANEO,,,POÇO ARTESIANO,VALE VENETO,N,"-29,66636","-53,52089",4.0,-29.66636,-53.52089
SUL,RS,5ª CRS,VACARIA,432250,,,,,,SAC,C432250000022,COMUNIDADE CAPELA DO ROSARIO,,2024,SUBTERRANEO,,,POÇO ARTESIANO,POÇO CAPELA RSÁRIO,S,"-28,65652","-50,93485",0.0,-28.65652,-50.93485
SUL,RS,5ª CRS,VACARIA,432250,,,,,,SAC,C432250000031,FRUTIAGROSUL MACENA,,2024,SUBTERRANEO,,,POÇO ARTESIANO,POÇO POMAR FRUTIVAL,N,"-28,40727","-50,8274",0.0,-28.40727,-50.8274
SUL,RS,6ª CRS,COQUEIROS DO SUL,430585,,,,,,SAC,C430585000032,SAC XADREZ POCO I,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,N,"-28,1923555","-52,7425444",0.0,-28.1923555,-52.7425444
SUL,RS,6ª CRS,COQUEIROS DO SUL,430585,,,,,,SAC,C430585000021,SAC IGREJINHA POCO I,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,N,"-28,0871638","-52,7914388",0.0,-28.0871638,-52.7914388
SUL,RS,5ª CRS,IPE,431043,,,,,,SAC,C431043000007,SAC CAPELA N SRA DAS MERCES,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,N,"-28,68609","-51,32533",0.0,-28.68609,-51.32533
SUL,RS,5ª CRS,IPE,431043,,,,,,SAC,C431043000020,SAC LINHA PEREIRA DE LIMA,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,N,"-28,76157","-51,34082",0.0,-28.76157,-51.34082
SUL,RS,5ª CRS,IPE,431043,,,,,,SAC,C431043000010,SAC CAPELA SAO FRANCISCO,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,N,"-28,72576","-51,40603",0.0,-28.72576,-51.40603
SUL,RS,5ª CRS,IPE,431043,,,,,,SAC,C431043000009,SAC CAPELA SANTA CATARINA 3 DISTRITO,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,N,"-28,65774","-51,36115",0.0,-28.65774,-51.36115
SUL,RS,5ª CRS,IPE,431043,,,,,,SAC,C431043000003,SAC CAPELA N SRA DE LURDES,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,N,"-28,79921","-51,27026",0.0,-28.79921,-51.27026
SUL,RS,1ª CRS,CAMPO BOM,430390,,,,,,SAC,C430390000001,CONCREPEDRA,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,S,"-29,651833","-51,080417",0.01,-29.651833,-51.080417
SUL,RS,4ª CRS,NOVA ESPERANCA DO SUL,431303,,,,,,SAC,C431303000010,RINCAO DOS LOPES,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Varejao,N,"-29,46947","-54,82905",1.01,-29.46947,-54.82905
SUL,RS,4ª CRS,NOVA ESPERANCA DO SUL,431303,,,,,,SAC,C431303000012,PLANALTO,,2024,SUBTERRANEO,,,POÇO ARTESIANO,Ponto 1,N,"-29,44455","-54,8162",150.0,-29.44455,-54.8162
